contractSymbol,strike,lastPrice,ask,volume,openInterest,Expiration_date,Symbol,Days_until_exp,Div_yield,Stock_price,Delta,Gamma,Vega,Theta,Rho,Implied_vol (%),Moneyness_pct,Approx_win_prob_pct
AVGO240920P00157000,157.0,6.3,7.2,132.0,1225.0,2024-09-20,AVGO,18,0.0128999995,162.82,-0.3657002089732224,0.01632588606978497,0.1359944702991157,-0.23279892691967607,-0.03245195497998977,63.716123719402404,-0.03574499447242349,0.6342997910267776
AVGO241018P00145000,145.0,3.69,3.8,277.0,1637.0,2024-10-18,AVGO,46,0.0128999995,162.82,-0.2122487823555439,0.010466324599478924,0.16762824819076375,-0.08276074584522834,-0.04813218421831323,47.937186233484674,-0.10944601400319368,0.7877512176444561
AVGO241018P00150000,150.0,5.0,6.5,316.0,5061.0,2024-10-18,AVGO,46,0.0128999995,162.82,-0.2713888103223352,0.012218606669582481,0.19160881974119498,-0.09186161909970164,-0.061898756917951624,46.93678547741843,-0.07873725586537277,0.7286111896776648
AXP241018P00240000,240.0,3.23,2.93,280.0,1358.0,2024-10-18,AXP,46,0.0108,258.65,-0.20212341380913013,0.01061026399665197,0.2586991550598492,-0.07466538990875697,-0.06986637915682115,28.918708108221818,-0.07210516141503955,0.7978765861908699
AXP241018P00250000,250.0,5.8,5.45,134.0,1252.0,2024-10-18,AXP,46,0.0108,258.65,-0.32534966754018635,0.014220332271450715,0.33062492955114786,-0.08832192801947998,-0.11321841199607185,27.576295227511814,-0.03344287647399953,0.6746503324598137
AZN240913P00085000,85.0,0.52,0.53,541.0,1586.0,2024-09-13,AZN,11,0.016900001,87.62,-0.22645266037674072,0.07904086596984933,0.04578559208490672,-0.049662517685258166,-0.006133358918485546,25.03633918451594,-0.029901848892946867,0.7735473396232593
AZN240920P00085000,85.0,0.67,0.61,1000.0,4003.0,2024-09-20,AZN,18,0.016900001,87.62,-0.2472021371162174,0.0730189045246975,0.06146264039352912,-0.035280182973762425,-0.01100298653822326,22.23257478658772,-0.029901848892946867,0.7527978628837826
AZUL240920P00002500,2.5,0.25,0.3,1277.0,1364.0,2024-09-20,AZUL,18,0.0,2.81,-0.3059857033420156,0.3385999587760564,0.0021889263505976402,-0.009961224098250199,-0.0005473084075353191,166.01677305762175,-0.11032028469750892,0.6940142966579844
BA240906P00170000,170.0,1.18,1.25,1212.0,1518.0,2024-09-06,BA,4,0.0,173.74,-0.2771975133926565,0.04956198286417632,0.06092562542361018,-0.27708446568216905,-0.005407155723489332,37.16075779039516,-0.02152641878669281,0.7228024866073435
BA240920P00165000,165.0,1.85,2.02,146.0,13571.0,2024-09-20,BA,18,0.0,173.74,-0.22985352528230085,0.02277407176266916,0.11711305734302922,-0.10736560967076193,-0.020606178813310835,34.5450128818863,-0.05030505352826067,0.7701464747176991
BA240920P00170000,170.0,3.34,3.4,405.0,8930.0,2024-09-20,BA,18,0.0,173.74,-0.3607229832132888,0.028738284339812962,0.1444434316669695,-0.12755163171568354,-0.032553868489385816,33.764294945416204,-0.02152641878669281,0.6392770167867112
BA241018P00160000,160.0,2.58,2.88,193.0,12827.0,2024-10-18,BA,46,0.0,173.74,-0.21026153406036363,0.014099696636625124,0.1778876231810103,-0.05943197826002402,-0.04929037234717231,33.164340251375165,-0.07908368826982853,0.7897384659396364
BA241018P00165000,165.0,4.0,4.05,539.0,1679.0,2024-10-18,BA,46,0.0,173.74,-0.29276094147316134,0.016855272915887058,0.21206278466496553,-0.06964888041627725,-0.0691440316353744,33.072274923220206,-0.05030505352826067,0.7072390585268387
BABA240906P00081000,81.0,0.55,0.56,974.0,1180.0,2024-09-06,BABA,4,0.024,83.34,-0.24656629391010954,0.08672098260929204,0.027520514238285367,-0.14089376920632357,-0.002311606593073064,41.69252861596949,-0.028077753779697665,0.7534337060898905
BABA240920P00080000,80.0,1.07,1.77,4982.0,18375.0,2024-09-20,BABA,18,0.024,83.34,-0.26757836141084634,0.05349274676761274,0.06091729942938743,-0.053458478192289056,-0.011511785081358385,33.24750885555584,-0.04007679385649152,0.7324216385891537
BABA240920P00081000,81.0,1.37,1.65,117.0,1040.0,2024-09-20,BABA,18,0.024,83.34,-0.32398100524761375,0.0591410990839922,0.06652466540698179,-0.05728516875406253,-0.01397507713174285,32.840266650796785,-0.028077753779697665,0.6760189947523862
BABA241018P00077500,77.5,1.33,1.42,116.0,2902.0,2024-10-18,BABA,46,0.024,83.34,-0.2245138909941209,0.03224564976011116,0.08862330032870089,-0.027847775116409932,-0.025184621246276424,31.398205466355655,-0.07007439404847617,0.7754861090058791
BABA241018P00080000,80.0,2.02,2.23,196.0,5089.0,2024-10-18,BABA,46,0.024,83.34,-0.31439534002745817,0.03939289568317462,0.1050141476454625,-0.03138609602061311,-0.035465775148937694,30.454953888675295,-0.04007679385649152,0.6856046599725418
BAC240906P00040000,40.0,0.22,0.24,2979.0,2301.0,2024-09-06,BAC,4,0.0255,40.75,-0.26930123923422633,0.25472588094747606,0.014086725136673934,-0.05216705205913547,-0.0012264046762064675,30.388874439110964,-0.018404907975460124,0.7306987607657737
BAC240920P00039500,39.5,0.39,0.38,314.0,2592.0,2024-09-20,BAC,18,0.0255,40.75,-0.2653211620074992,0.1446632378359198,0.02965880142214646,-0.019283272887741343,-0.005517398941884994,25.03574666153393,-0.03067484662576687,0.7346788379925008
BAC240920P00040000,40.0,0.49,0.61,695.0,26584.0,2024-09-20,BAC,18,0.0255,40.75,-0.3334663764728071,0.17418575250701002,0.032908603382467636,-0.01940225362196612,-0.006934412686344508,23.070762885295927,-0.018404907975460124,0.6665336235271929
BAC240927P00039000,39.0,0.32,0.35,414.0,1225.0,2024-09-27,BAC,25,0.0255,40.75,-0.21102026964874254,0.11684306095170087,0.030823535769987264,-0.01323001868903095,-0.006098474177282289,23.194080444874135,-0.04294478527607362,0.7889797303512575
BAC241018P00038000,38.0,0.49,0.49,344.0,4943.0,2024-10-18,BAC,46,0.0255,40.75,-0.20206597411318816,0.07210072676953183,0.04075081288997261,-0.010918923425184655,-0.010960786798504154,27.007005981534533,-0.06748466257668712,0.7979340258868118
BAC241018P00039000,39.0,0.69,0.72,478.0,4871.0,2024-10-18,BAC,46,0.0255,40.75,-0.2760201119683232,0.09126575852739459,0.04835825770996955,-0.011880273127400188,-0.014998450061499196,25.318768877132925,-0.04294478527607362,0.7239798880316768
BAC241018P00040000,40.0,1.04,1.05,533.0,5730.0,2024-10-18,BAC,46,0.0255,40.75,-0.3759017655266461,0.10510362455034775,0.054897265821327486,-0.012935824497854836,-0.020552479700583347,24.958175156465806,-0.018404907975460124,0.6240982344733539
BBWI240920P00030000,30.0,0.77,0.75,124.0,1545.0,2024-09-20,BBWI,18,0.025999999,30.76,-0.36693618469632605,0.13229221363496305,0.025720955750170887,-0.028325343709017462,-0.005938713521710642,41.66779471123243,-0.02470741222366715,0.633063815303674
BDTX240920P00005000,5.0,0.95,1.15,144.0,3592.0,2024-09-20,BDTX,18,0.0,6.1,-0.26280145985107706,0.08050980874892602,0.004418189008285057,-0.036396326071803486,-0.0012590575422369384,299.05852379271334,-0.18032786885245897,0.7371985401489229
BE240920P00011000,11.0,0.31,0.35,101.0,1551.0,2024-09-20,BE,18,0.0,11.91,-0.2662908381496397,0.1856661040480925,0.008684419180332744,-0.015712547671612953,-0.0017169158871923225,66.86594546989865,-0.07640638119227541,0.7337091618503603
BGS240920P00008000,8.0,0.14,0.15,297.0,749.0,2024-09-20,BGS,18,0.089700006,8.47,-0.2535659754830941,0.392453228095789,0.006022028166107509,-0.006981834818546786,-0.001123371062989855,43.371896772163424,-0.05548996458087374,0.7464340245169059
BIDU240906P00083000,83.0,0.62,0.65,133.0,530.0,2024-09-06,BIDU,4,0.0,84.62,-0.29618791629744934,0.10644656191792025,0.03062115462796538,-0.13723435602129297,-0.002814621531735909,36.658674254013164,-0.019144410304892515,0.7038120837025507
BIDU240920P00080000,80.0,0.76,0.77,531.0,9849.0,2024-09-20,BIDU,18,0.0,84.62,-0.20631929416513894,0.04520514050713926,0.05359531463097783,-0.047798514986188034,-0.008984583454810218,33.57479106068784,-0.05459702198061929,0.7936807058348611
BIG240920P00000500,0.5,0.1,0.1,470.0,2213.0,2024-09-20,BIG,18,0.0,0.5461,-0.32658677553631965,1.109857015299005,0.0004373460001467084,-0.00322164157842788,-0.0001372680187990935,267.9378904317749,-0.08441677348470981,0.6734132244636803
BIG241018P00000500,0.5,0.16,0.2,345.0,3172.0,2024-10-18,BIG,46,0.0,0.5461,-0.28809371832068853,0.6847704256211572,0.0006615603776894269,-0.0018103243453060623,-0.00039992019343689563,257.04855731625645,-0.08441677348470981,0.7119062816793115
BMRN240920P00087500,87.5,1.72,1.65,242.0,2429.0,2024-09-20,BMRN,18,0.0,91.21,-0.3028704070914652,0.04115786886480077,0.07072763415098128,-0.07877075789267683,-0.014471413067250017,41.88627116073801,-0.04067536454336141,0.6971295929085348
BMY240920P00048000,48.0,0.36,0.48,109.0,5113.0,2024-09-20,BMY,18,0.048,49.95,-0.21167848793496624,0.10680092757327689,0.0321180254191899,-0.020496763923607036,-0.0053790843309229645,24.44123727231729,-0.039039039039039096,0.7883215120650338
BP241018P00033000,33.0,0.5,0.47,145.0,2103.0,2024-10-18,BP,46,0.056500003,33.96,-0.2911664568725927,0.1526497355571599,0.04134546740188738,-0.007137145685198749,-0.012997619507026372,18.635091059211593,-0.02826855123674914,0.7088335431274073
BXSL240920P00030000,30.0,0.33,0.35,148.0,849.0,2024-09-20,BXSL,18,0.11270001,30.15,-0.3987563733720906,0.4331161681001572,0.02584598502580596,-0.008083507341489972,-0.006055758593047862,13.311727497528777,-0.004975124378109406,0.6012436266279094
BYND240913P00005500,5.5,0.15,0.2,520.0,539.0,2024-09-13,BYND,11,0.0,6.08,-0.23901425457362124,0.31575392422133003,0.0032738654999135085,-0.013657407161540593,-0.00048315817385982993,93.06901067406552,-0.09539473684210527,0.7609857454263788
BYND240920P00005500,5.5,0.36,0.43,820.0,4439.0,2024-09-20,BYND,18,0.0,6.08,-0.3021335852014817,0.21588685284154002,0.0047095131276744615,-0.015390767001698672,-0.0010834383442315106,119.66386262838664,-0.09539473684210527,0.6978664147985183
BYND241018P00005000,5.0,0.6,0.66,366.0,1083.0,2024-10-18,BYND,46,0.0,6.08,-0.2559715180912485,0.10828059157546395,0.006944684104885629,-0.010133130244987845,-0.0027175373747879558,137.66696879263876,-0.17763157894736842,0.7440284819087515
C240906P00062000,62.0,0.4,0.42,550.0,1184.0,2024-09-06,C,4,0.0343,62.64,-0.34102701067073105,0.21578305661876993,0.02405487553076904,-0.07534172059376784,-0.0023839828821085973,25.9247841045668,-0.010217113665389537,0.658972989329269
C240913P00061000,61.0,0.47,0.46,139.0,579.0,2024-09-13,C,11,0.0343,62.64,-0.26028054113599497,0.11534604889450084,0.035292088325822965,-0.039496617924277555,-0.0050500203140508146,25.87446126323548,-0.026181353767560672,0.739719458864005
C240913P00062000,62.0,0.74,0.76,248.0,681.0,2024-09-13,C,11,0.0343,62.64,-0.38256231949362607,0.1460508305509532,0.04148871141807327,-0.04234186588327532,-0.00743739791679663,24.02274308160426,-0.010217113665389537,0.6174376805063739
C240920P00060000,60.0,0.51,0.44,570.0,15068.0,2024-09-20,C,18,0.0343,62.64,-0.21808826004490556,0.07784647363532651,0.04098177617655391,-0.029273421752140368,-0.006976859542286642,27.20625059939117,-0.04214559386973181,0.7819117399550944
C240920P00062000,62.0,0.98,1.19,224.0,1162.0,2024-09-20,C,18,0.0343,62.64,-0.395254545342999,0.11857349689117899,0.053570736679902656,-0.031660624216372044,-0.012672115311382487,23.348385320718293,-0.010217113665389537,0.604745454657001
C241018P00060000,60.0,1.15,1.17,1868.0,12788.0,2024-10-18,C,46,0.0343,62.64,-0.2835679508544373,0.05855487450168239,0.0753145602402699,-0.019033012433904,-0.023735898378524564,26.01042358164904,-0.04214559386973181,0.7164320491455627
CAT241018P00350000,350.0,8.4,8.15,160.0,1079.0,2024-10-18,CAT,46,0.015800001,356.1,-0.37633979644525584,0.012784866078143775,0.4799028176074648,-0.10546451091747479,-0.17914138549754316,23.488117026614482,-0.01713001965739967,0.6236602035547442
CAVA241018P00100000,100.0,2.6,2.65,370.0,1653.0,2024-10-18,CAVA,46,0.0,114.04,-0.2018648459871044,0.013395229617520168,0.11397431509269047,-0.061238199970762144,-0.03228905982665731,51.91315742129954,-0.12311469659768508,0.7981351540128956
CAVA241018P00105000,105.0,4.26,4.0,600.0,985.0,2024-10-18,CAVA,46,0.0,114.04,-0.2869991425127465,0.015867106490040323,0.13790274789929993,-0.07504548961204373,-0.046616755664631956,53.0268463487762,-0.07927043142756933,0.7130008574872535
CBOE241018P00200000,200.0,3.44,3.6,425.0,1002.0,2024-10-18,CBOE,46,0.0123000005,205.4,-0.32031413935497377,0.02325284196571086,0.26086868815443987,-0.05153380555606548,-0.08712202717183798,21.099884037921257,-0.026290165530671886,0.6796858606450262
CCL240906P00016000,16.0,0.12,0.13,969.0,1606.0,2024-09-06,CCL,4,0.0,16.5,-0.24908918898163035,0.4019131478860763,0.005478317463116229,-0.030777476591808014,-0.0004635585335010302,45.68566666188894,-0.030303030303030304,0.7509108110183697
CCL240920P00016000,16.0,0.36,0.35,5129.0,9362.0,2024-09-20,CCL,18,0.0,16.5,-0.3418676795001181,0.24452771105133375,0.01345389272393045,-0.014594930465761718,-0.002959306871548905,40.98003724836602,-0.030303030303030304,0.6581323204998819
CCL241018P00015000,15.0,0.45,0.45,197.0,21714.0,2024-10-18,CCL,46,0.0,16.5,-0.2481126288316896,0.11334879653949514,0.018539043617188177,-0.009060614761482476,-0.005726506446116506,47.66916636978093,-0.09090909090909091,0.7518873711683104
CCL241018P00016000,16.0,0.85,0.79,2795.0,8557.0,2024-10-18,CCL,46,0.0,16.5,-0.38361709708115665,0.13346048844351246,0.02236668458031678,-0.011013334662398302,-0.009048366484509534,48.8445426688927,-0.030303030303030304,0.6163829029188433
CDW240920P00220000,220.0,2.01,2.25,591.0,1481.0,2024-09-20,CDW,18,0.011,225.64,-0.27998242374247784,0.030315423004965668,0.16866964280316882,-0.09600546530256084,-0.032129134760605735,22.15957720238249,-0.024995568161673403,0.7200175762575222
CELH240906P00036000,36.0,0.41,0.46,157.0,3419.0,2024-09-06,CELH,4,0.0,38.03,-0.22810062280707344,0.1013841187976216,0.012032616750847658,-0.11153631017186748,-0.000995579910723617,74.8807827964275,-0.05337891138574812,0.7718993771929266
CELH240920P00035000,35.0,0.84,0.89,201.0,16988.0,2024-09-20,CELH,18,0.0,38.03,-0.24795381980642028,0.05969644733532965,0.026720137293965968,-0.04534705964535261,-0.005064501583843479,62.75638342194585,-0.0796739416250329,0.7520461801935797
CENX240920P00013000,13.0,0.24,0.3,500.0,986.0,2024-09-20,CENX,18,0.0,14.36,-0.2059238289094607,0.14698200808076167,0.009084775529514096,-0.014954509960520546,-0.0015766353779867789,60.780113134995325,-0.09470752089136486,0.7940761710905393
CGC241018P00005000,5.0,0.7,0.69,140.0,2255.0,2024-10-18,CGC,46,0.0,5.21,-0.37549838991343953,0.1805946723264718,0.007016403487899495,-0.008342794777990414,-0.0033477244966206832,113.5714597285899,-0.04030710172744721,0.6245016100865605
CHH240920P00125000,125.0,3.0,4.8,300.0,560.0,2024-09-20,CHH,18,0.009,127.59,-0.37818444595554523,0.03522355555327425,0.10772454173631307,-0.10784593074490545,-0.025264644912786217,38.095049931126844,-0.020299396504428274,0.6218155540444548
CHRW240920P00100000,100.0,1.0,0.85,620.0,1335.0,2024-09-20,CHRW,18,0.024,103.51,-0.25676434489840005,0.05299495588837679,0.07407787278158226,-0.05113169070999872,-0.01358425011513121,26.45511841770579,-0.033909767172253934,0.7432356551016
CHWY240920P00027500,27.5,0.88,0.81,184.0,2794.0,2024-09-20,CHWY,18,0.0,28.55,-0.34994471012392825,0.10618488397742834,0.023482306839149567,-0.034581439925474966,-0.0053610023707585394,55.01564334944747,-0.036777583187390564,0.6500552898760718
CHWY241018P00027500,27.5,1.5,1.46,143.0,1075.0,2024-10-18,CHWY,46,0.0,28.55,-0.37224999621462085,0.0721437799629046,0.038342927934581036,-0.02010754493485545,-0.015284271781607168,51.737946517757415,-0.036777583187390564,0.6277500037853792
CLF240920P00012000,12.0,0.19,0.18,114.0,1280.0,2024-09-20,CLF,18,0.0,13.06,-0.20973430077365962,0.19037159553396604,0.008352293002512046,-0.011750048768328306,-0.0014445024500238876,52.15999929492416,-0.08116385911179176,0.7902656992263404
CLF241018P00012000,12.0,0.39,0.4,250.0,1193.0,2024-10-18,CLF,46,0.0,13.06,-0.2672150520965677,0.1500966729038112,0.015250193057635792,-0.007369447060275737,-0.004889646978014631,47.26644668356242,-0.08116385911179176,0.7327849479034323
CLOV240906P00002500,2.5,0.07,0.1,5022.0,715.0,2024-09-06,CLOV,4,0.0,2.63,-0.3155278651259664,1.1072826436303842,0.00097874219516854,-0.014158259225673717,-9.861241482534702e-05,116.60876492568764,-0.04942965779467677,0.6844721348740336
CLOV240913P00002500,2.5,0.15,0.18,449.0,759.0,2024-09-13,CLOV,11,0.0,2.63,-0.3610326382110729,0.6921808655267572,0.001709785861524671,-0.009077426682585144,-0.0003313609376286667,118.49794374239937,-0.04942965779467677,0.6389673617889271
CLOV240920P00002500,2.5,0.17,0.22,720.0,1799.0,2024-09-20,CLOV,18,0.0,2.63,-0.36453281048432007,0.629515798308076,0.0021943414067121998,-0.006093407057747891,-0.0005566296780363756,102.1895359457768,-0.04942965779467677,0.6354671895156799
CLSK240906P00010000,10.0,0.14,0.15,427.0,824.0,2024-09-06,CLSK,4,0.0,10.69,-0.22614367370846034,0.29468748818957924,0.003365905905849069,-0.03806645342737875,-0.00028027132843215773,91.20480870324762,-0.06454630495790455,0.7738563262915397
CLSK240913P00010000,10.0,0.32,0.36,213.0,604.0,2024-09-13,CLSK,11,0.0,10.69,-0.2963988535688816,0.2191426843477607,0.006417034562984028,-0.024382075488488152,-0.0010513298956483506,85.0260825740198,-0.06454630495790455,0.7036011464311184
CLSK240920P00010000,10.0,0.49,0.5,606.0,6349.0,2024-09-20,CLSK,18,0.0,10.69,-0.3253079564435041,0.1741775028181939,0.008547426462929296,-0.020198686264236473,-0.001956596081612576,87.07796322267066,-0.06454630495790455,0.6746920435564959
CMCSA240906P00039000,39.0,0.26,0.28,2946.0,3765.0,2024-09-06,CMCSA,4,0.0313,39.57,-0.3121255793927634,0.2827818618010171,0.014657431836877923,-0.053831782409506965,-0.0013815394321354702,30.20696596982237,-0.014404852160727831,0.6878744206072366
CMG240906P00055000,55.0,0.43,0.4,805.0,1269.0,2024-09-06,CMG,4,0.0,56.08,-0.2999016396928802,0.15709140682923015,0.02040904033582973,-0.09409575304852269,-0.0018902448168741613,37.69528387052023,-0.019258202567760313,0.7000983603071198
CMG240920P00054000,54.0,0.72,0.75,969.0,8930.0,2024-09-20,CMG,18,0.0,56.08,-0.27758862358567593,0.08287249040994972,0.04174589862117261,-0.035708901800560765,-0.008032029046365057,32.479383222060335,-0.03708987161198285,0.7224113764143241
CMG240920P00055000,55.0,1.0,1.05,314.0,12465.0,2024-09-20,CMG,18,0.0,56.08,-0.3639289474611713,0.09716205517916049,0.046764258854627386,-0.037742803736375216,-0.010557929773293277,31.032853612304308,-0.019258202567760313,0.6360710525388287
CMG241018P00055000,55.0,1.75,1.8,985.0,3833.0,2024-10-18,CMG,46,0.0,56.08,-0.38754345751645225,0.06343371323174664,0.0762469755416028,-0.02231568041682696,-0.029595564561261414,30.326445442325316,-0.019258202567760313,0.6124565424835478
COF240920P00140000,140.0,1.2,1.2,454.0,1058.0,2024-09-20,COF,18,0.0163,146.93,-0.20994033910410848,0.030074643508863217,0.09402074575192541,-0.0728483087245264,-0.015791443447509507,29.364499681460938,-0.0471653168175322,0.7900596608958915
COGT240920P00010000,10.0,0.7,2.95,200.0,551.0,2024-09-20,COGT,18,0.0,10.74,-0.33792561619941275,0.135280718054213,0.008718454818014577,-0.026918480630465494,-0.0021350076746211085,113.29621940409157,-0.06890130353817507,0.6620743838005873
COIN240906P00175000,175.0,2.45,2.52,2982.0,684.0,2024-09-06,COIN,4,0.0,183.36,-0.264278688613112,0.022334513795077168,0.06278488427247249,-0.5926711515599139,-0.005578974284284956,76.29608754905183,-0.045593368237347366,0.735721311386888
COIN240906P00180000,180.0,4.18,4.3,3316.0,1104.0,2024-09-06,COIN,4,0.0,183.36,-0.3900797649392823,0.026413046460767742,0.07365153476059581,-0.6876683091012378,-0.00829644117252239,75.681020301879,-0.018324607329843003,0.6099202350607177
COIN240920P00165000,165.0,3.65,3.7,217.0,1826.0,2024-09-20,COIN,18,0.0,183.36,-0.2149490229771862,0.010565754576605822,0.11895981559206828,-0.21922512319569695,-0.021236574009746403,67.90643364034506,-0.10013089005235609,0.7850509770228138
COIN240920P00170000,170.0,4.91,5.5,644.0,2168.0,2024-09-20,COIN,18,0.0,183.36,-0.27363958040959613,0.012322029665538244,0.1355347628361566,-0.24315268455385294,-0.027164985269870247,66.34063266685496,-0.07286212914485173,0.7263604195904039
COIN240920P00175000,175.0,6.69,7.8,314.0,1581.0,2024-09-20,COIN,18,0.0,183.36,-0.3424949405989064,0.013632739389712725,0.14961327033500493,-0.2667454856775783,-0.03426897812459941,66.19087805907883,-0.045593368237347366,0.6575050594010936
COIN241018P00160000,160.0,6.6,6.75,143.0,1941.0,2024-10-18,COIN,46,0.0,183.36,-0.23425379078048048,0.007177864255336247,0.1996814122324517,-0.13655470997920688,-0.062450072700422174,65.6550642764941,-0.12739965095986044,0.7657462092195195
COIN241018P00165000,165.0,8.25,10.35,142.0,1075.0,2024-10-18,COIN,46,0.0,183.36,-0.27648066654961545,0.00783779225137696,0.21777243989360406,-0.14814740257046177,-0.07428747317404724,65.57450202819052,-0.10013089005235609,0.7235193334503845
COIN241018P00170000,170.0,10.1,11.0,566.0,1483.0,2024-10-18,COIN,46,0.0,183.36,-0.3206177839517478,0.008416515729026642,0.2329689257350326,-0.15715857943638395,-0.0868183544057001,65.32681577478161,-0.07286212914485173,0.6793822160482522
COIN241018P00175000,175.0,12.19,13.3,189.0,762.0,2024-10-18,COIN,46,0.0,183.36,-0.3664090365397161,0.008883048585755646,0.24498576556346974,-0.16379861628095874,-0.10003394529414875,65.08855737781138,-0.045593368237347366,0.6335909634602839
COP240920P00110000,110.0,1.06,0.89,108.0,5165.0,2024-09-20,COP,18,0.0274,113.79,-0.2545183496377823,0.049430919223179846,0.08106205816742047,-0.05423123901948057,-0.014785618539189738,25.682133789459034,-0.03330696897794187,0.7454816503622177
CORZ240920P00009000,9.0,0.25,0.25,417.0,6779.0,2024-09-20,CORZ,18,0.0,10.32,-0.20518711599785855,0.14419644757081315,0.0065150142054139736,-0.015283961295775226,-0.0011675495525414303,86.02442344061771,-0.12790697674418608,0.7948128840021415
CORZ240920P00010000,10.0,0.63,0.6,165.0,1680.0,2024-09-20,CORZ,18,0.0,10.32,-0.39356878059246436,0.190943244338412,0.008815482560614027,-0.020962162414109482,-0.0023136804570645527,87.9028099010671,-0.031007751937984523,0.6064312194075356
CRBG240920P00029000,29.0,0.6,0.7,2114.0,1000.0,2024-09-20,CRBG,18,0.0311,29.56,-0.3722052369476284,0.1738811319293018,0.024832713500920367,-0.02147126760172291,-0.005713321552612787,33.14234388571389,-0.018944519621109566,0.6277947630523716
CRK240920P00010000,10.0,0.2,0.25,145.0,968.0,2024-09-20,CRK,18,0.0,10.63,-0.2648639368057063,0.2791709344347142,0.007729986994159367,-0.010307506603608052,-0.001487097689545311,49.68924446839606,-0.05926622765757297,0.7351360631942937
CRM240906P00247500,247.5,1.19,1.33,893.0,1263.0,2024-09-06,CRM,4,0.0063,252.9,-0.24204743054224187,0.03826158232735652,0.08268407127353783,-0.3111709183790602,-0.006838308298903847,30.83146352696286,-0.021352313167259808,0.7579525694577581
CRM240906P00250000,250.0,1.95,1.95,1709.0,694.0,2024-09-06,CRM,4,0.0063,252.9,-0.34868231615877954,0.045383679156257,0.09792728760175246,-0.3660214350115646,-0.009876784973357752,30.785005796537355,-0.011466982997232129,0.6513176838412205
CRM240920P00250000,250.0,4.5,4.4,433.0,5331.0,2024-09-20,CRM,18,0.0063,252.9,-0.39839180024449794,0.02534277432664194,0.2167450366459158,-0.15062757181190523,-0.05189025716868062,27.11550552194375,-0.011466982997232129,0.6016081997555021
CRM241011P00240000,240.0,3.6,3.8,281.0,2118.0,2024-10-11,CRM,39,0.0063,252.9,-0.2493909044130812,0.013888481442936218,0.26235778113366254,-0.08498023244667983,-0.07119189955545065,27.64202052483465,-0.051008303677342846,0.7506090955869188
CRM241018P00240000,240.0,4.0,4.0,161.0,2844.0,2024-10-18,CRM,46,0.0063,252.9,-0.25735447292730207,0.013305400801719046,0.2896784851772124,-0.07676207151354346,-0.08700052148097152,27.01006649711245,-0.051008303677342846,0.7426455270726979
CRWD240920P00260000,260.0,3.45,3.6,332.0,1303.0,2024-09-20,CRWD,18,0.0,277.28,-0.22258613305347452,0.01159155415576421,0.18354400217399883,-0.20510124663313067,-0.032137980644252426,41.76204887354374,-0.0623196768609347,0.7774138669465255
CRWD240920P00270000,270.0,6.43,6.9,1211.0,2183.0,2024-09-20,CRWD,18,0.0,277.28,-0.35828232354836254,0.01488126616533529,0.22998349224917508,-0.24770299934958842,-0.05216277830473476,40.760551215467885,-0.02625504904789373,0.6417176764516375
CRWD241018P00250000,250.0,5.0,5.1,2108.0,1857.0,2024-10-18,CRWD,46,0.0,277.28,-0.2053066192991171,0.007052191337555422,0.27992849436321876,-0.11721525443800634,-0.07804551485934035,40.96575500307901,-0.09838430467397567,0.7946933807008829
CRWD241018P00260000,260.0,7.7,7.7,849.0,1811.0,2024-10-18,CRWD,46,0.0,277.28,-0.28771971231157345,0.008600566287112003,0.3356985397296717,-0.13649056009537094,-0.11024740833338743,40.28286461020713,-0.0623196768609347,0.7122802876884265
CRWD241018P00270000,270.0,11.06,11.35,316.0,1086.0,2024-10-18,CRWD,46,0.0,277.28,-0.38151779894393956,0.009944408855929865,0.3752514034944259,-0.14482415031407986,-0.1472595546135363,38.944066274563596,-0.02625504904789373,0.6184822010560604
CSCO240906P00050000,50.0,0.15,0.16,582.0,922.0,2024-09-06,CSCO,4,0.0317,50.54,-0.26252001598369046,0.3601607789583307,0.01724667335999298,-0.03527006807846174,-0.0014699284929045534,17.1069000999308,-0.010684606252473272,0.7374799840163095
CSCO240920P00050000,50.0,0.45,0.45,300.0,6285.0,2024-09-20,CSCO,18,0.0317,50.54,-0.3491984360868038,0.2100266891520361,0.041536658978000185,-0.015946471779939804,-0.008911362231876451,15.700264134736344,-0.010684606252473272,0.6508015639131962
CSCO241018P00050000,50.0,0.9,0.93,538.0,10543.0,2024-10-18,CSCO,46,0.0317,50.54,-0.38046322368494134,0.1272892025559772,0.06834000116023012,-0.009983047068398043,-0.02526766186126727,16.67815377300007,-0.010684606252473272,0.6195367763150587
CVNA240906P00145000,145.0,1.49,1.67,1381.0,604.0,2024-09-06,CVNA,4,0.0,150.62,-0.25702268920602334,0.03455598818299794,0.05084050392233789,-0.37125024628376607,-0.004405781638160134,59.17715965239515,-0.037312441906785315,0.7429773107939767
CVNA240920P00140000,140.0,2.95,3.2,184.0,702.0,2024-09-20,CVNA,18,0.0,150.62,-0.2503677501120606,0.01716050478777316,0.10637336808780537,-0.15883570104091715,-0.020051699435446962,55.40614376018043,-0.0705085645996548,0.7496322498879394
CVNA241018P00130000,130.0,4.37,4.55,182.0,2023.0,2024-10-18,CVNA,46,0.0,150.62,-0.20983542247421938,0.008733463725464068,0.15403198867499787,-0.09896319177591976,-0.045338874556741876,61.687070758724715,-0.13690080998539372,0.7901645775257806
